1,1444
5,937
6,1533
7,781
9,1341
10,1058
13,2066
14,2807
17,983
18,2360
19,1903
20,873
22,87
23,1028
24,1019
25,1120
26,596
28,944
30,731
32,1120
33,808
34,1317
40,2127
41,1491
42,1349
43,2493
44,2479
45,1243
46,1828
47,2066
48,1793
49,1242
50,957
52,2111
60,1405
61,1494
62,1243
63,1135
66,1137
67,2115
68,957
69,1060
70,1679
71,1496
72,1165
73,1741
75,3508
76,629
77,1491
78,982
79,1543
81,1425
83,1676
84,1103
88,926
90,1649
94,1013
100,501
101,926
102,1426
103,1732
104,1355
105,1961
106,1576
107,1105
108,1105
109,1877
110,1503
111,795
112,661
113,1596
114,1772
115,1796
120,1151
121,1068
122,672
123,357
